Zaman damgası,Hangi üniversitede okuyorsun?,Hangi bölümde okuyorsun?,Derslerinin işlenme yöntemi aşağıdakilerden hangisi?,Derslerinin işleyişi aşağıdakilerden hangisi ile yapılıyor?,Derslerinin not değerlendirilmesinde vize ve final sınavlarına ek olarak farklı metotlar uygulanıyor mu?,Derslerin öğrenci etkileşimli mi işleniyor?,Bir sorun ile karşılaştığında öğretim üyeleri veya gerekli birimlere ulaşmak pandemi öncesine göre nasıl bir hal aldı?,Yukarıda vermiş olduğun cevaplara göre uzaktan eğitim sürecinin verimlilik puanı senin için kaç olurdu?
24.10.2020 21:36:13,Sakarya Üniversitesi,Matematik,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
24.10.2020 21:47:07,Sakarya Üniversitesi,İky,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
24.10.2020 21:47:15,Mersin Üniversitesi,Bilgisayar teknolojisi ve bilişim sistemleri,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
24.10.2020 21:51:02,Sakarya ,Bilgisayar ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
24.10.2020 21:51:29,Sakarya Üniversitesi ,Anestezi Pr.,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
24.10.2020 21:53:43,Sakarya Üniversitesi,İnsan Kaynakları Yönetimi,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
24.10.2020 21:58:10,Sakarya üniversitesi,Anestezi,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
24.10.2020 21:58:17,Sakarya Üniversitesi ,Bilgisayar Mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
24.10.2020 22:02:28,Sakarya Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
24.10.2020 22:11:05,TOBB,Bilgisayar programcılığı,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
24.10.2020 22:24:09,Sakarya üniversitesi ,Hemşirelik,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
24.10.2020 22:54:57,Marmara Üniversitesi,İlahiyat,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
24.10.2020 22:56:33,Sakarya Üniversitesi,Hemşirelik,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
24.10.2020 23:01:06,Medipol üniversitesi ,Hemşirelik ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
24.10.2020 23:17:37,Sakarya üniversitesi ,Bilgisayar mühendisliği ,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
24.10.2020 23:32:56,Çanakkale onsekiz mart,Gazetecilik ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
24.10.2020 23:48:25,Necmettin Erbakan Üniversitesi ,İlahiyat ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
24.10.2020 23:54:33,Erciyes üniversitesi,Elektrik elektronik mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
24.10.2020 23:58:48,Sakarya Üniversitesi ,İşletme,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
25.10.2020 00:31:06,Sakarya Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
25.10.2020 00:40:27,Sakarya üniversitesi ,Tarih,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
25.10.2020 00:42:13,Sakarya üniversitesi ,Ebelik ,Tüm derslerim asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
25.10.2020 00:46:37,Necmettin erbakan universitesi,İngilizce öğretmenliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
25.10.2020 01:04:24,Sakarya Üniversitesi ,Türk Dili ve Edebiyatı ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
25.10.2020 01:17:03,Marmara Üniversitesi ,Sağlık Yönetimi ,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
25.10.2020 02:30:56,Bayburt Üniversitesi,Gıda mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
25.10.2020 09:06:09,Sakarya üniversitesi,Ebelik,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
25.10.2020 10:34:38,Sakarya üniversitesi,İnsan kaynakları yonetimi,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
25.10.2020 14:35:31,Sakarya uygulamalı bilimler üniversitesi,Büro yönetimi ve yönetici asistanlığı,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
25.10.2020 15:40:50,Dumlupınar ,İnşaat teknikeri ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,2
25.10.2020 15:57:26,Odtü,Enve,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,2
25.10.2020 16:02:47,Giresun Üniversitesi,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
25.10.2020 16:08:44,Btu,Bilgisayar müh.,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
25.10.2020 17:00:00,bursa teknik üniversitesi,bilgisayar mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,1
25.10.2020 17:56:07,Erciyes üniversitesi,Elektrik elektronik mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
25.10.2020 19:08:08,Yeditepe Üniversitesi,Endüstri Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
25.10.2020 19:41:53,Kadir Has üniversitesi,Yönetim bilişim sistemleri,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
25.10.2020 21:39:36,Sakarya üniversitesi ,Endüstri mühendisliği ,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
25.10.2020 21:55:30,İstanbul üniversitesi ,Endüstri mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
25.10.2020 23:48:57,Karadeniz Teknik üniversitesi ,Bilgisayar mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
25.10.2020 23:53:11,TOBB ETÜ,Bilgisayar Mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
26.10.2020 13:55:11,Sakarya Üniversitesi,Tarih,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,4
26.10.2020 16:06:25,Bolu Abant İzzet Baysal Üniversitesi ,Bilgisayar Mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
26.10.2020 17:28:08,Sakarya Üniversitesi,İnsan kaynakları yönetimi ,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
26.10.2020 18:42:18,İstanbul Üniversitesi,İngilizce öğretmenliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
26.10.2020 22:17:07,Anadolu Üniversitesi,Sosyoloji,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
28.10.2020 17:44:01,İstanbul Üniversitesi,İngilizce İktisat,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
28.10.2020 17:53:39,odtü,elektrik elektronik müh.,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
29.10.2020 18:40:53,Düzce,Bilgisayar mühendisliği,Tüm derslerim asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
01.11.2020 01:20:14,Türk-Alman Üniversitesi ,Mekatronik Mühendisliği ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
01.11.2020 16:35:29,Haliç üniversitesi ,Bilgisayar mühendisliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,5
01.11.2020 16:39:52,Erciyes Üniversitesi ,Makine mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
01.11.2020 16:40:08,Mehmet Akif Ersoy Üniversitesi ,Bilgisayar teknolojileri ve bilişim sistemleri ,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
01.11.2020 16:43:45,Necmettin Erbakan Üniversitesi,Bilgisayar mühendisliği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
01.11.2020 16:47:35,Zonguldak Bülent Ecevit Üniversitesi ,Bilgisayar mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
01.11.2020 16:47:55,Ankara Yıldırım beyazıt üniversitesi ,Diş hekimliği ,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,3
01.11.2020 16:58:11,Haliç Üniversitesi,İşletme Enformatiği,Tüm derslerim senkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak çok daha kısa sürüyor,4
01.11.2020 17:02:44,Kütahya Dumlupınar Üniversitesi,Bilgisayar Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
01.11.2020 17:03:40,Abant İzzet Baysal Üniversitesi,Bilgisayar Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
01.11.2020 17:44:51,Eskişehir Osmangazi Üniversitesi,Bilgisayar Mühendisliği,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
01.11.2020 17:54:06,Alanya Alaaddin Keykubat Üniversitesi ,Muhasebe ve Vergi Uygulamaları,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
01.11.2020 17:54:51,Kırgızistan Türkiye Manas Üniversitesi,Rusça Türkçe Mütercim Tercümanlık,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik + Uygulama,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,3
01.11.2020 17:58:43,Bolu Abant İzzet Baysal Üniversitesi,Halkla İlişkiler ve Tanıtım,Tüm derslerim senkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,2
01.11.2020 17:59:42,Kırgızistan Türkiye Manas üniversitesi,Türkoloji,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Evet, sınavlara ek olarak ödev/proje gibi  veriliyor","Evet, öğrenci etkileşimli",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
01.11.2020 18:01:39,Kırgızistan Türkiye Manas Üniversitesi,Halkla İlişkiler ve Reklamcılık,Bazı derslerim senkron bazı derslerim de asenkron modeli ile işleniyor,Teorik,"Hayır, vize ve final sınavlarından ayrı ek bir metot uygulanmıyor","Hayır, öğrenci etkileşimli değil",Sorunlarımı çözüme kavuşturmak için daha çok uğraşıyorum,1
